word,segments,pseudoword,statistics_overlap_ratio,statistics_plain_length,statistics_lexicality,statistics_ned1,statistics_old20,statistics_overlap,statistics_transition_frequencies_0,statistics_transition_frequencies_1,statistics_transition_frequencies_2,statistics_transition_frequencies_3,statistics_transition_frequencies_4,statistics_transition_frequencies_5,statistics_transition_frequencies_6,difference_statistics_plain_length,difference_statistics_ned1,difference_statistics_old20,difference_statistics_transition_frequencies_0,difference_statistics_transition_frequencies_1,difference_statistics_transition_frequencies_2,difference_statistics_transition_frequencies_3,difference_statistics_transition_frequencies_4,difference_statistics_transition_frequencies_5,difference_statistics_transition_frequencies_6
kerge,ker-ge,kurre,2/3,3,N,6,1.7,4,1708,182,109,49,170,1105,4323,0,-2,0.19999999999999996,0,39,57,-59,-64,0,0
kerge,ker-ge,kehme,2/3,3,N,1,1.95,4,1708,143,61,48,210,1105,4323,0,-7,0.44999999999999996,0,0,9,-60,-24,0,0
kesine,ke-si-ne,kunina,2/3,4,N,2,1.9,6,2476,240,707,831,380,3050,1129,316,2585,7557,0,-1,0.1499999999999999,0,75,-227,-44,-221,0,0,-202,-145,0
kesine,ke-si-ne,kunane,2/3,4,N,1,1.95,6,2476,240,707,831,449,3208,1129,518,2730,7557,0,-2,0.19999999999999996,0,75,-227,-44,-152,158,0,0,0,0
kesine,ke-si-ne,kumane,2/3,4,N,0,2.0,6,2476,240,707,624,532,3208,1129,518,2730,7557,0,-3,0.25,0,75,-227,-251,-69,158,0,0,0,0
kesine,ke-si-ne,kumina,2/3,4,N,1,1.95,6,2476,240,707,624,386,3050,1129,316,2585,7557,0,-2,0.19999999999999996,0,75,-227,-251,-215,0,0,-202,-145,0
kesine,ke-si-ne,kurina,2/3,4,N,1,1.95,6,2476,240,707,1040,462,3050,1129,316,2585,7557,0,-2,0.19999999999999996,0,75,-227,165,-139,0,0,-202,-145,0
kesine,ke-si-ne,kurane,2/3,4,N,0,2.1,6,2476,240,707,1040,370,3208,1129,518,2730,7557,0,-3,0.3500000000000001,0,75,-227,165,-231,158,0,0,0,0
kesine,ke-si-ne,kusika,2/3,4,N,2,1.9,6,2476,240,707,875,601,3050,954,385,2585,7557,0,-1,0.1499999999999999,0,75,-227,0,0,0,-175,-133,-145,0
kesine,ke-si-ne,kusida,2/3,4,N,3,1.85,6,2476,240,707,875,601,3050,1323,762,2585,7557,0,0,0.10000000000000009,0,75,-227,0,0,0,194,244,-145,0
kesine,ke-si-ne,kusana,2/3,4,N,0,2.0,6,2476,240,707,875,380,3208,1129,316,2585,7557,0,-3,0.25,0,75,-227,0,-221,158,0,-202,-145,0
kesine,ke-si-ne,kutane,2/3,4,N,0,2.45,6,2476,240,707,682,484,3208,1129,518,2730,7557,0,-3,0.7000000000000002,0,75,-227,-193,-117,158,0,0,0,0
kimp,kimp,kirv,2/3,2,N,12,1.4,2,220,17,2,10,0,6,-0.20000000000000018,0,0,0,-2
kimp,kimp,kihm,2/3,2,N,7,1.65,2,220,17,2,11,0,1,0.04999999999999982,0,0,0,-1
kimp,kimp,kinn,2/3,2,N,8,1.6,2,220,17,1,13,0,2,0.0,0,0,-1,1
kimp,kimp,kilm,2/3,2,N,15,1.25,2,220,17,3,13,0,9,-0.3500000000000001,0,0,1,1
kimp,kimp,kirk,2/3,2,N,13,1.35,2,220,17,2,14,0,7,-0.25,0,0,0,2
kimp,kimp,kirm,2/3,2,N,8,1.6,2,220,17,2,12,0,2,0.0,0,0,0,0
kimp,kimp,kisk,2/3,2,N,11,1.45,2,220,17,1,15,0,5,-0.15000000000000013,0,0,-1,3
kimp,kimp,kihk,2/3,2,N,8,1.6,2,220,17,1,9,0,2,0.0,0,0,-1,-3
kimp,kimp,kink,2/3,2,N,10,1.5,2,220,17,5,12,0,4,-0.10000000000000009,0,0,3,0
kimp,kimp,komp,2/3,2,N,7,1.65,2,220,22,3,12,0,1,0.04999999999999982,0,5,1,0
kirjutama,kir-ju-ta-ma,kutsatama,2/3,7,N,0,2.85,8,1622,188,32,167,160,1505,1737,1787,3343,801,463,1885,6147,0,-4,1.1500000000000001,0,13,-55,51,-23,46,0,0,0,0,0,0,0
kirjutama,kir-ju-ta-ma,kuttatama,2/3,7,N,0,2.85,8,1622,188,32,76,202,1505,1737,1787,3343,801,463,1885,6147,0,-4,1.1500000000000001,0,13,-55,-40,19,46,0,0,0,0,0,0,0
kirjutama,kir-ju-ta-ma,kulgatama,2/3,7,N,0,2.8,8,1622,188,45,81,212,1505,1737,1787,3343,801,463,1885,6147,0,-4,1.0999999999999999,0,13,-42,-35,29,46,0,0,0,0,0,0,0
kirjutama,kir-ju-ta-ma,kundatama,2/3,7,N,0,2.9,8,1622,188,49,83,194,1505,1737,1787,3343,801,463,1885,6147,0,-4,1.2,0,13,-38,-33,11,46,0,0,0,0,0,0,0
kirjutama,kir-ju-ta-ma,kungatama,2/3,7,N,0,2.9,8,1622,188,49,103,212,1505,1737,1787,3343,801,463,1885,6147,0,-4,1.2,0,13,-38,-13,29,46,0,0,0,0,0,0,0
kirjutama,kir-ju-ta-ma,kussatama,2/3,7,N,0,2.75,8,1622,188,27,56,160,1505,1737,1787,3343,801,463,1885,6147,0,-4,1.05,0,13,-60,-60,-23,46,0,0,0,0,0,0,0
kirjutama,kir-ju-ta-ma,kuhtatama,2/3,7,N,0,2.85,8,1622,188,31,80,202,1505,1737,1787,3343,801,463,1885,6147,0,-4,1.1500000000000001,0,13,-56,-36,19,46,0,0,0,0,0,0,0
kirjutama,kir-ju-ta-ma,kürmetaga,2/3,7,N,0,3.45,8,1622,96,3,69,248,1368,1737,1787,3343,689,584,1885,6147,0,-4,1.7500000000000002,0,-79,-84,-47,65,-91,0,0,0,-112,121,0,0
kirjutama,kir-ju-ta-ma,kürmataga,2/3,7,N,0,3.8,8,1622,96,3,69,310,1505,1737,1787,3343,689,584,1885,6147,0,-4,2.0999999999999996,0,-79,-84,-47,127,46,0,0,0,-112,121,0,0
kirjutama,kir-ju-ta-ma,kürlataga,2/3,7,N,0,3.5,8,1622,96,3,3,283,1505,1737,1787,3343,689,584,1885,6147,0,-4,1.8,0,-79,-84,-113,100,46,0,0,0,-112,121,0,0
klaver,kla-ver,plaher,2/3,4,N,0,2.45,4,46,9,730,305,120,90,164,0,-1,0.050000000000000266,-9,-5,0,8,-7,0,0
klaver,kla-ver,plavem,2/3,4,N,0,2.85,4,46,9,730,297,127,64,133,0,-1,0.4500000000000002,-9,-5,0,0,0,-26,-31
klaver,kla-ver,pravem,2/3,4,N,0,2.75,4,78,6,730,297,127,64,133,0,-1,0.3500000000000001,23,-8,0,0,0,-26,-31
klaver,kla-ver,praher,2/3,4,N,0,2.45,4,78,6,730,305,120,90,164,0,-1,0.050000000000000266,23,-8,0,8,-7,0,0
klaver,kla-ver,klahem,2/3,4,N,0,2.25,4,55,14,730,305,120,64,133,0,-1,-0.1499999999999999,0,0,0,8,-7,-26,-31
klaver,kla-ver,klavik,2/3,4,N,0,2.15,4,55,14,730,297,139,113,145,0,-1,-0.25,0,0,0,0,12,23,-19
klaver,kla-ver,kraher,2/3,4,N,0,2.35,4,81,8,730,305,120,90,164,0,-1,-0.04999999999999982,26,-6,0,8,-7,0,0
klaver,kla-ver,kravem,2/3,4,N,0,2.55,4,81,8,730,297,127,64,133,0,-1,0.1499999999999999,26,-6,0,0,0,-26,-31
klaver,kla-ver,travem,2/3,4,N,0,2.7,4,73,14,730,297,127,64,133,0,-1,0.30000000000000027,18,0,0,0,0,-26,-31
klaver,kla-ver,traher,2/3,4,N,0,2.55,4,73,14,730,305,120,90,164,0,-1,0.1499999999999999,18,0,0,8,-7,0,0
klibune,kli-bu-ne,käejune,2/3,5,N,0,3.0,6,85,14,934,371,214,2490,1129,518,2730,7557,0,0,0.1499999999999999,22,5,-83,-115,122,0,0,0,0,0
klibune,kli-bu-ne,käevune,2/3,5,N,0,2.9,6,85,14,934,491,89,2490,1129,518,2730,7557,0,0,0.04999999999999982,22,5,-83,5,-3,0,0,0,0,0
klibune,kli-bu-ne,zhejune,2/3,5,N,0,3.8,6,1,1,934,371,214,2490,1129,518,2730,7557,0,0,0.9499999999999997,-62,-8,-83,-115,122,0,0,0,0,0
klibune,kli-bu-ne,zhevune,2/3,5,N,0,3.35,6,1,1,934,491,89,2490,1129,518,2730,7557,0,0,0.5,-62,-8,-83,5,-3,0,0,0,0,0
klibune,kli-bu-ne,krevune,2/3,5,N,0,2.9,6,78,5,934,491,89,2490,1129,518,2730,7557,0,0,0.04999999999999982,15,-4,-83,5,-3,0,0,0,0,0
klibune,kli-bu-ne,krejune,2/3,5,N,0,3.0,6,78,5,934,371,214,2490,1129,518,2730,7557,0,0,0.1499999999999999,15,-4,-83,-115,122,0,0,0,0,0
klibune,kli-bu-ne,stejune,2/3,5,N,0,3.0,6,38,5,934,371,214,2490,1129,518,2730,7557,0,0,0.1499999999999999,-25,-4,-83,-115,122,0,0,0,0,0
klibune,kli-bu-ne,stevune,2/3,5,N,0,3.0,6,38,5,934,491,89,2490,1129,518,2730,7557,0,0,0.1499999999999999,-25,-4,-83,5,-3,0,0,0,0,0
klibune,kli-bu-ne,trevune,2/3,5,N,0,2.9,6,83,10,934,491,89,2490,1129,518,2730,7557,0,0,0.04999999999999982,20,1,-83,5,-3,0,0,0,0,0
klibune,kli-bu-ne,trejune,2/3,5,N,0,3.0,6,83,10,934,371,214,2490,1129,518,2730,7557,0,0,0.1499999999999999,20,1,-83,-115,122,0,0,0,0,0
klipp,klipp,klopp,2/3,3,N,4,1.8,2,9,1,6,27,0,2,0.0,0,-1,-1,0
klipp,klipp,klikk,2/3,3,N,1,1.95,2,9,2,6,27,0,-1,0.1499999999999999,0,0,-1,0
klipp,klipp,klitt,2/3,3,N,0,2.0,2,9,2,4,30,0,-2,0.19999999999999996,0,0,-3,3
klipp,klipp,klapp,2/3,3,N,4,1.8,2,9,1,4,27,0,2,0.0,0,-1,-3,0
klipp,klipp,thipp,2/3,3,N,1,2.0,2,6,1,7,27,0,-1,0.19999999999999996,-3,-1,0,0
klipp,klipp,shipp,2/3,3,N,1,2.3,2,6,1,7,27,0,-1,0.4999999999999998,-3,-1,0,0
klipp,klipp,läipp,2/3,3,N,1,1.95,2,5,2,7,27,0,-1,0.1499999999999999,-4,0,0,0
klipp,klipp,väipp,2/3,3,N,0,2.05,2,6,2,7,27,0,-2,0.24999999999999978,-3,0,0,0
klipp,klipp,klint,2/3,3,N,2,1.9,2,9,2,2,29,0,0,0.09999999999999987,0,0,-5,2
klipp,klipp,klill,2/3,3,N,1,1.95,2,9,2,4,35,0,-1,0.1499999999999999,0,0,-3,8
kodanik,ko-da-nik,kosanav,2/3,5,N,0,2.9,6,2476,544,693,875,380,3208,1129,316,101,154,0,-2,0.5,0,0,0,59,41,0,0,65,-55,-24
kodanik,ko-da-nik,kosanam,2/3,5,N,0,2.9,6,2476,544,693,875,380,3208,1129,316,43,114,0,-2,0.5,0,0,0,59,41,0,0,65,-113,-64
kodanik,ko-da-nik,konanav,2/3,5,N,0,2.95,6,2476,544,693,831,449,3208,1129,316,101,154,0,-2,0.5500000000000003,0,0,0,15,110,0,0,65,-55,-24
kodanik,ko-da-nik,konanam,2/3,5,N,0,2.95,6,2476,544,693,831,449,3208,1129,316,43,114,0,-2,0.5500000000000003,0,0,0,15,110,0,0,65,-113,-64
kodanik,ko-da-nik,kodamev,2/3,5,N,0,2.95,6,2476,544,693,816,339,3208,1226,219,36,154,0,-2,0.5500000000000003,0,0,0,0,0,0,97,-32,-120,-24
kodanik,ko-da-nik,kodamem,2/3,5,N,0,2.9,6,2476,544,693,816,339,3208,1226,219,33,114,0,-2,0.5,0,0,0,0,0,0,97,-32,-123,-64
kodanik,ko-da-nik,kodamer,2/3,5,N,0,2.95,6,2476,544,693,816,339,3208,1226,219,54,100,0,-2,0.5500000000000003,0,0,0,0,0,0,97,-32,-102,-78
kodanik,ko-da-nik,koganam,2/3,5,N,0,2.85,6,2476,544,693,792,314,3208,1129,316,43,114,0,-2,0.4500000000000002,0,0,0,-24,-25,0,0,65,-113,-64
kodanik,ko-da-nik,koganav,2/3,5,N,0,2.9,6,2476,544,693,792,314,3208,1129,316,101,154,0,-2,0.5,0,0,0,-24,-25,0,0,65,-55,-24
kodanik,ko-da-nik,kodinüü,2/3,5,N,0,3.3,6,2476,544,693,816,283,3050,1129,2,1,1,0,-2,0.8999999999999999,0,0,0,0,-56,-158,0,-249,-155,-177
kõld,kõld,kõps,2/3,2,N,6,1.7,2,220,16,2,18,0,1,0.050000000000000044,0,0,-1,2
kõld,kõld,kõng,2/3,2,N,4,1.8,2,220,16,1,18,0,-1,0.15000000000000013,0,0,-2,2
kõld,kõld,kõsk,2/3,2,N,6,1.7,2,220,16,1,15,0,1,0.050000000000000044,0,0,-2,-1
kõld,kõld,kõmm,2/3,2,N,6,1.7,2,220,16,3,18,0,1,0.050000000000000044,0,0,0,2
kõld,kõld,kõrm,2/3,2,N,10,1.5,2,220,16,2,12,0,5,-0.1499999999999999,0,0,-1,-4
kõld,kõld,kõnn,2/3,2,N,7,1.65,2,220,16,2,13,0,2,0.0,0,0,-1,-3
kõld,kõld,kõlm,2/3,2,N,9,1.55,2,220,16,1,13,0,4,-0.09999999999999987,0,0,-2,-3
kõld,kõld,kõlk,2/3,2,N,9,1.55,2,220,16,1,12,0,4,-0.09999999999999987,0,0,-2,-4
kõld,kõld,keld,2/3,2,N,8,1.6,2,220,22,1,16,0,3,-0.04999999999999982,0,6,-2,0
kõld,kõld,kold,2/3,2,N,11,1.45,2,220,22,3,16,0,6,-0.19999999999999996,0,6,0,0
kosmos,kos-mos,konlos,2/3,4,N,1,2.15,4,1708,232,51,6,16,6,1613,0,1,-0.1499999999999999,0,0,1,-6,4,0,0
kosmos,kos-mos,konjos,2/3,4,N,1,2.15,4,1708,232,51,4,5,6,1613,0,1,-0.1499999999999999,0,0,1,-8,-7,0,0
kosmos,kos-mos,konsos,2/3,4,N,1,2.15,4,1708,232,51,19,8,6,1613,0,1,-0.1499999999999999,0,0,1,7,-4,0,0
kosmos,kos-mos,konros,2/3,4,N,1,2.15,4,1708,232,51,4,17,6,1613,0,1,-0.1499999999999999,0,0,1,-8,5,0,0
kosmos,kos-mos,konfos,2/3,4,N,1,2.3,4,1708,232,51,4,8,6,1613,0,1,0.0,0,0,1,-8,-4,0,0
kosmos,kos-mos,kohlos,2/3,4,N,0,2.35,4,1708,232,45,4,16,6,1613,0,0,0.050000000000000266,0,0,-5,-8,4,0,0
kosmos,kos-mos,konvos,2/3,4,N,2,2.25,4,1708,232,51,3,2,6,1613,0,2,-0.04999999999999982,0,0,1,-9,-10,0,0
kosmos,kos-mos,kotros,2/3,4,N,0,2.55,4,1708,232,36,28,17,6,1613,0,0,0.25,0,0,-14,16,5,0,0
kosmos,kos-mos,kothos,2/3,4,N,0,2.6,4,1708,232,36,2,2,6,1613,0,0,0.30000000000000027,0,0,-14,-10,-10,0,0
kosmos,kos-mos,kotnos,2/3,4,N,0,2.55,4,1708,232,36,21,16,6,1613,0,0,0.25,0,0,-14,9,4,0,0
kroonika,kroo-ni-ka,pliigika,2/3,6,N,0,2.9,6,42,2,372,792,339,3050,954,385,2585,7557,0,-4,0.95,-36,-9,-46,-39,-41,0,0,0,0,0
kroonika,kroo-ni-ka,triigika,2/3,6,N,0,2.65,6,83,3,372,792,339,3050,954,385,2585,7557,0,-4,0.7,5,-8,-46,-39,-41,0,0,0,0,0
kroonika,kroo-ni-ka,spiigika,2/3,6,N,0,3.45,6,30,1,372,792,339,3050,954,385,2585,7557,0,-4,1.5000000000000002,-48,-10,-46,-39,-41,0,0,0,0,0
kroonika,kroo-ni-ka,kliigika,2/3,6,N,0,2.95,6,63,1,372,792,339,3050,954,385,2585,7557,0,-4,1.0000000000000002,-15,-10,-46,-39,-41,0,0,0,0,0
kroonika,kroo-ni-ka,stiigika,2/3,6,N,0,3.15,6,38,6,372,792,339,3050,954,385,2585,7557,0,-4,1.2,-40,-5,-46,-39,-41,0,0,0,0,0
kroonika,kroo-ni-ka,plaadika,2/3,6,N,0,2.45,6,42,12,320,816,283,3050,954,385,2585,7557,0,-4,0.5000000000000002,-36,1,-98,-15,-97,0,0,0,0,0
kroonika,kroo-ni-ka,plaagika,2/3,6,N,0,2.85,6,42,12,320,792,339,3050,954,385,2585,7557,0,-4,0.9000000000000001,-36,1,-98,-39,-41,0,0,0,0,0
kroonika,kroo-ni-ka,pliidika,2/3,6,N,0,2.85,6,42,2,372,816,283,3050,954,385,2585,7557,0,-4,0.9000000000000001,-36,-9,-46,-15,-97,0,0,0,0,0
kroonika,kroo-ni-ka,kliidika,2/3,6,N,0,2.85,6,63,1,372,816,283,3050,954,385,2585,7557,0,-4,0.9000000000000001,-15,-10,-46,-15,-97,0,0,0,0,0
kroonika,kroo-ni-ka,klaagika,2/3,6,N,0,2.8,6,63,8,320,792,339,3050,954,385,2585,7557,0,-4,0.8499999999999999,-15,-3,-98,-39,-41,0,0,0,0,0
kuduma,ku-du-ma,kõdude,2/3,4,N,2,1.9,6,2476,169,472,816,435,2490,1323,876,2730,7557,0,-1,0.1499999999999999,0,-71,-235,0,0,0,97,69,145,0
kuduma,ku-du-ma,kõsuda,2/3,4,N,1,1.95,6,2476,169,472,875,307,2490,1323,762,2585,7557,0,-2,0.19999999999999996,0,-71,-235,59,-128,0,97,-45,0,0
kuduma,ku-du-ma,kõnuda,2/3,4,N,1,1.95,6,2476,169,472,831,200,2490,1323,762,2585,7557,0,-2,0.19999999999999996,0,-71,-235,15,-235,0,97,-45,0,0
kuduma,ku-du-ma,kõguda,2/3,4,N,1,1.95,6,2476,169,472,792,335,2490,1323,762,2585,7557,0,-2,0.19999999999999996,0,-71,-235,-24,-100,0,97,-45,0,0
kuduma,ku-du-ma,kõruda,2/3,4,N,1,1.95,6,2476,169,472,1040,221,2490,1323,762,2585,7557,0,-2,0.19999999999999996,0,-71,-235,224,-214,0,97,-45,0,0
kuduma,ku-du-ma,kõtuda,2/3,4,N,0,2.0,6,2476,169,472,682,457,2490,1323,762,2585,7557,0,-3,0.25,0,-71,-235,-134,22,0,97,-45,0,0
kuduma,ku-du-ma,kusude,2/3,4,N,2,1.9,6,2476,240,707,875,307,2490,1323,876,2730,7557,0,-1,0.1499999999999999,0,0,0,59,-128,0,97,69,145,0
kuduma,ku-du-ma,kugude,2/3,4,N,4,1.8,6,2476,240,707,792,335,2490,1323,876,2730,7557,0,1,0.050000000000000044,0,0,0,-24,-100,0,97,69,145,0
kuduma,ku-du-ma,kutude,2/3,4,N,2,1.9,6,2476,240,707,682,457,2490,1323,876,2730,7557,0,-1,0.1499999999999999,0,0,0,-134,22,0,97,69,145,0
kuduma,ku-du-ma,kurude,2/3,4,N,3,1.85,6,2476,240,707,1040,221,2490,1323,876,2730,7557,0,0,0.10000000000000009,0,0,0,224,-214,0,97,69,145,0
kujundlik,ku-jund-lik,kukastlik,2/3,7,N,0,3.75,6,2476,240,707,385,212,3,4,372,156,178,0,0,0.75,0,0,0,14,-2,2,-2,0,0,0
kujundlik,ku-jund-lik,kuka_ülik,2/3,7,N,0,4.5,6,2476,240,707,385,212,2,1,372,156,178,0,0,1.5,0,0,0,14,-2,1,-5,0,0,0
kujundlik,ku-jund-lik,kuka_ilik,2/3,7,N,0,4.0,6,2476,240,707,385,212,4,3,372,156,178,0,0,1.0,0,0,0,14,-2,3,-3,0,0,0
kujundlik,ku-jund-lik,kuka_õlik,2/3,7,N,0,4.55,6,2476,240,707,385,212,5,4,372,156,178,0,0,1.5499999999999998,0,0,0,14,-2,4,-2,0,0,0
kujundlik,ku-jund-lik,kuka_olik,2/3,7,N,0,4.5,6,2476,240,707,385,212,16,15,372,156,178,0,0,1.5,0,0,0,14,-2,15,9,0,0,0
kujundlik,ku-jund-lik,kuka_elik,2/3,7,N,0,4.3,6,2476,240,707,385,212,12,16,372,156,178,0,0,1.2999999999999998,0,0,0,14,-2,11,10,0,0,0
kujundlik,ku-jund-lik,kukamblik,2/3,7,N,0,3.95,6,2476,240,707,385,212,3,3,372,156,178,0,0,0.9500000000000002,0,0,0,14,-2,2,-3,0,0,0
kujundlik,ku-jund-lik,kuka_alik,2/3,7,N,0,4.0,6,2476,240,707,385,212,22,12,372,156,178,0,0,1.0,0,0,0,14,-2,21,6,0,0,0
kujundlik,ku-jund-lik,kukinglik,2/3,7,N,1,3.4,6,2476,240,707,385,244,1,1,372,156,178,0,1,0.3999999999999999,0,0,0,14,30,0,-5,0,0,0
kujundlik,ku-jund-lik,kuki_olik,2/3,7,N,0,4.4,6,2476,240,707,385,244,5,15,372,156,178,0,0,1.4000000000000004,0,0,0,14,30,4,9,0,0,0
küpsetama,küp-se-ta-ma,keskutama,2/3,7,N,0,2.8,8,1622,79,28,54,157,1459,1737,1787,3343,801,463,1885,6147,0,-1,0.1499999999999999,0,-17,23,35,-90,91,0,0,0,0,0,0,0
küpsetama,küp-se-ta-ma,kesjutama,2/3,7,N,0,2.7,8,1622,79,28,23,183,1459,1737,1787,3343,801,463,1885,6147,0,-1,0.050000000000000266,0,-17,23,4,-64,91,0,0,0,0,0,0,0
küpsetama,küp-se-ta-ma,kesmetaga,2/3,7,N,0,3.7,8,1622,79,28,7,248,1368,1737,1787,3343,689,584,1885,6147,0,-1,1.0500000000000003,0,-17,23,-12,1,0,0,0,0,-112,121,0,0
küpsetama,küp-se-ta-ma,kessutaga,2/3,7,N,0,3.2,8,1622,79,28,56,249,1459,1737,1787,3343,689,584,1885,6147,0,-1,0.5500000000000003,0,-17,23,37,2,91,0,0,0,-112,121,0,0
küpsetama,küp-se-ta-ma,kesrutama,2/3,7,N,1,2.65,8,1622,79,28,1,162,1459,1737,1787,3343,801,463,1885,6147,0,0,0.0,0,-17,23,-18,-85,91,0,0,0,0,0,0,0
küpsetama,küp-se-ta-ma,kesretaga,2/3,7,N,0,3.65,8,1622,79,28,1,180,1368,1737,1787,3343,689,584,1885,6147,0,-1,1.0,0,-17,23,-18,-67,0,0,0,0,-112,121,0,0
küpsetama,küp-se-ta-ma,keslutama,2/3,7,N,0,2.7,8,1622,79,28,5,262,1459,1737,1787,3343,801,463,1885,6147,0,-1,0.050000000000000266,0,-17,23,-14,15,91,0,0,0,0,0,0,0
küpsetama,küp-se-ta-ma,keprutaga,2/3,7,N,0,3.2,8,1622,79,5,8,162,1459,1737,1787,3343,689,584,1885,6147,0,-1,0.5500000000000003,0,-17,0,-11,-85,91,0,0,0,-112,121,0,0
küpsetama,küp-se-ta-ma,keptutaga,2/3,7,N,0,3.4,8,1622,79,5,11,255,1459,1737,1787,3343,689,584,1885,6147,0,-1,0.75,0,-17,0,-8,8,91,0,0,0,-112,121,0,0
küpsetama,küp-se-ta-ma,keplutaga,2/3,7,N,0,3.3,8,1622,79,5,8,262,1459,1737,1787,3343,689,584,1885,6147,0,-1,0.6499999999999999,0,-17,0,-11,15,91,0,0,0,-112,121,0,0
kütma,küt-ma,kütli,2/3,3,N,3,1.85,4,1708,105,26,40,377,1207,4323,0,-1,0.15000000000000013,0,0,0,-7,-7,-10,0
kütma,küt-ma,külta,2/3,3,N,5,1.75,4,1708,105,42,23,374,1217,4323,0,1,0.050000000000000044,0,0,16,-24,-10,0,0
kütma,küt-ma,kürta,2/3,3,N,4,1.8,4,1708,105,7,46,374,1217,4323,0,0,0.10000000000000009,0,0,-19,-1,-10,0,0
kütma,küt-ma,kükta,2/3,3,N,3,1.85,4,1708,105,25,19,374,1217,4323,0,-1,0.15000000000000013,0,0,-1,-28,-10,0,0
kütma,küt-ma,künta,2/3,3,N,5,1.75,4,1708,105,31,64,374,1217,4323,0,1,0.050000000000000044,0,0,5,17,-10,0,0
kütma,küt-ma,kõhma,2/3,3,N,2,1.9,4,1708,124,44,48,384,1217,4323,0,-2,0.19999999999999996,0,19,18,1,0,0,0
kütma,küt-ma,kõdma,2/3,3,N,0,2.0,4,1708,124,4,15,384,1217,4323,0,-4,0.30000000000000004,0,19,-22,-32,0,0,0
kütma,küt-ma,ketja,2/3,3,N,1,1.95,4,1708,143,46,10,337,1217,4323,0,-3,0.25,0,38,20,-37,-47,0,0
kütma,küt-ma,kekma,2/3,3,N,1,1.95,4,1708,143,38,8,384,1217,4323,0,-3,0.25,0,38,12,-39,0,0,0
kütma,küt-ma,kedma,2/3,3,N,2,1.9,4,1708,143,2,15,384,1217,4323,0,-2,0.19999999999999996,0,38,-24,-32,0,0,0
laasima,laa-si-ma,miisida,2/3,5,N,0,2.55,6,1077,7,372,875,601,3050,1323,762,2585,7557,0,-1,0.44999999999999973,-8,-9,52,0,0,0,97,-45,0,0
laasima,laa-si-ma,meesida,2/3,5,N,0,2.45,6,1077,94,244,875,601,3050,1323,762,2585,7557,0,-1,0.3500000000000001,-8,78,-76,0,0,0,97,-45,0,0
laasima,laa-si-ma,muusida,2/3,5,N,2,2.15,6,1077,48,347,875,601,3050,1323,762,2585,7557,0,1,0.04999999999999982,-8,32,27,0,0,0,97,-45,0,0
laasima,laa-si-ma,maisida,2/3,5,N,1,2.05,6,1077,22,193,875,601,3050,1323,762,2585,7557,0,0,-0.050000000000000266,-8,6,-127,0,0,0,97,-45,0,0
laasima,laa-si-ma,moosida,2/3,5,N,1,2.05,6,1077,22,418,875,601,3050,1323,762,2585,7557,0,0,-0.050000000000000266,-8,6,98,0,0,0,97,-45,0,0
laasima,laa-si-ma,meesama,2/3,5,N,1,2.55,6,1077,94,244,875,380,3208,1226,807,2585,7557,0,0,0.44999999999999973,-8,78,-76,0,-221,158,0,0,0,0
laasima,laa-si-ma,meenima,2/3,5,N,1,2.25,6,1077,94,244,831,380,3050,1226,807,2585,7557,0,0,0.1499999999999999,-8,78,-76,-44,-221,0,0,0,0,0
laasima,laa-si-ma,meemima,2/3,5,N,0,2.65,6,1077,94,244,624,386,3050,1226,807,2585,7557,0,-1,0.5499999999999998,-8,78,-76,-251,-215,0,0,0,0,0
laasima,laa-si-ma,meerima,2/3,5,N,1,2.2,6,1077,94,244,1040,462,3050,1226,807,2585,7557,0,0,0.10000000000000009,-8,78,-76,165,-139,0,0,0,0,0
laasima,laa-si-ma,mairima,2/3,5,N,1,2.3,6,1077,22,193,1040,462,3050,1226,807,2585,7557,0,0,0.19999999999999973,-8,6,-127,165,-139,0,0,0,0,0
laenama,lae-na-ma,meedama,2/3,5,N,0,2.55,6,1077,94,244,816,339,3208,1226,807,2585,7557,0,-1,0.6999999999999997,-8,70,119,-15,-110,0,0,0,0,0
laenama,lae-na-ma,meenada,2/3,5,N,0,2.7,6,1077,94,244,831,449,3208,1323,762,2585,7557,0,-1,0.8500000000000001,-8,70,119,0,0,0,97,-45,0,0
laenama,lae-na-ma,meesama,2/3,5,N,1,2.55,6,1077,94,244,875,380,3208,1226,807,2585,7557,0,0,0.6999999999999997,-8,70,119,44,-69,0,0,0,0,0
laenama,lae-na-ma,maisama,2/3,5,N,1,1.95,6,1077,22,193,875,380,3208,1226,807,2585,7557,0,0,0.09999999999999987,-8,-2,68,44,-69,0,0,0,0,0
laenama,lae-na-ma,maidama,2/3,5,N,0,2.25,6,1077,22,193,816,339,3208,1226,807,2585,7557,0,-1,0.3999999999999999,-8,-2,68,-15,-110,0,0,0,0,0
laenama,lae-na-ma,mainada,2/3,5,N,2,2.4,6,1077,22,193,831,449,3208,1323,762,2585,7557,0,1,0.5499999999999998,-8,-2,68,0,0,0,97,-45,0,0
laenama,lae-na-ma,muidama,2/3,5,N,1,2.55,6,1077,14,48,816,339,3208,1226,807,2585,7557,0,0,0.6999999999999997,-8,-10,-77,-15,-110,0,0,0,0,0
laenama,lae-na-ma,muisama,2/3,5,N,1,2.35,6,1077,14,48,875,380,3208,1226,807,2585,7557,0,0,0.5,-8,-10,-77,44,-69,0,0,0,0,0
