word,segments,pseudoword,statistics_overlap_ratio,statistics_plain_length,statistics_lexicality,statistics_ned1,statistics_old20,statistics_overlap,statistics_transition_frequencies_0,statistics_transition_frequencies_1,statistics_transition_frequencies_2,statistics_transition_frequencies_3,statistics_transition_frequencies_4,statistics_transition_frequencies_5,statistics_transition_frequencies_6,difference_statistics_plain_length,difference_statistics_ned1,difference_statistics_old20,difference_statistics_transition_frequencies_0,difference_statistics_transition_frequencies_1,difference_statistics_transition_frequencies_2,difference_statistics_transition_frequencies_3,difference_statistics_transition_frequencies_4,difference_statistics_transition_frequencies_5,difference_statistics_transition_frequencies_6
sõimama,sõi-ma-ma,santama,2/3,5,N,0,2.35,6,1422,151,174,63,484,3208,1226,807,2585,7557,0,-1,0.25,0,25,-14,14,-48,0,0,0,0,0
sõimama,sõi-ma-ma,sorlama,2/3,5,N,0,2.55,6,1422,62,141,6,579,3208,1226,807,2585,7557,0,-1,0.44999999999999973,0,-64,-47,-43,47,0,0,0,0,0
sumadan,su-ma-dan,sutadeb,2/3,5,N,0,2.95,6,1422,160,707,682,484,3208,1323,876,92,404,0,0,0.30000000000000027,0,0,0,58,-48,0,0,114,12,27
sumadan,su-ma-dan,sotaman,2/3,5,N,0,2.85,6,1422,62,693,682,484,3208,1226,807,80,377,0,0,0.20000000000000018,0,-98,-14,58,-48,0,-97,45,0,0
sumadan,su-ma-dan,sotaden,2/3,5,N,0,3.0,6,1422,62,693,682,484,3208,1323,876,20,377,0,0,0.3500000000000001,0,-98,-14,58,-48,0,0,114,-60,0
sumadan,su-ma-dan,somadeb,2/3,5,N,0,2.75,6,1422,62,693,624,532,3208,1323,876,92,404,0,0,0.10000000000000009,0,-98,-14,0,0,0,0,114,12,27
sumadan,su-ma-dan,tumadeb,2/3,5,N,0,2.85,6,1457,254,707,624,532,3208,1323,876,92,404,0,0,0.20000000000000018,35,94,0,0,0,0,0,114,12,27
sumadan,su-ma-dan,tutaman,2/3,5,N,0,2.95,6,1457,254,707,682,484,3208,1226,807,80,377,0,0,0.30000000000000027,35,94,0,58,-48,0,-97,45,0,0
sumadan,su-ma-dan,tutaden,2/3,5,N,0,2.9,6,1457,254,707,682,484,3208,1323,876,20,377,0,0,0.25,35,94,0,58,-48,0,0,114,-60,0
sumadan,su-ma-dan,tomaman,2/3,5,N,0,2.85,6,1457,88,693,624,532,3208,1226,807,80,377,0,0,0.20000000000000018,35,-72,-14,0,0,0,-97,45,0,0
sumadan,su-ma-dan,tomaden,2/3,5,N,0,2.9,6,1457,88,693,624,532,3208,1323,876,20,377,0,0,0.25,35,-72,-14,0,0,0,0,114,-60,0
sumadan,su-ma-dan,totadan,2/3,5,N,0,2.9,6,1457,88,693,682,484,3208,1323,762,80,377,0,0,0.25,35,-72,-14,58,-48,0,0,0,0,0
sünnis,sün-nis,sündus,2/3,4,N,2,1.9,4,1058,54,31,176,239,436,1613,0,-2,0.19999999999999996,0,0,0,-15,18,-1,0
sünnis,sün-nis,sonnus,2/3,4,N,0,2.4,4,1058,48,51,191,228,436,1613,0,-4,0.7,0,-6,20,0,7,-1,0
sünnis,sün-nis,ponnis,2/3,4,N,2,1.9,4,1089,54,51,191,221,437,1613,0,-2,0.19999999999999996,31,0,20,0,0,0,0
sünnis,sün-nis,pünnus,2/3,4,N,0,2.5,4,1089,49,31,191,228,436,1613,0,-4,0.8,31,-5,0,0,7,-1,0
sünnis,sün-nis,põnnis,2/3,4,N,3,1.85,4,1089,75,27,191,221,437,1613,0,-1,0.15000000000000013,31,21,-4,0,0,0,0
sünnis,sün-nis,sengis,2/3,4,N,1,1.95,4,1058,98,73,139,276,437,1613,0,-3,0.25,0,44,42,-52,55,0,0
sünnis,sün-nis,sendis,2/3,4,N,5,1.75,4,1058,98,73,176,257,437,1613,0,1,0.050000000000000044,0,44,42,-15,36,0,0
sünnis,sün-nis,sennus,2/3,4,N,0,2.0,4,1058,98,73,191,228,436,1613,0,-4,0.30000000000000004,0,44,42,0,7,-1,0
sünnis,sün-nis,sülgis,2/3,4,N,1,1.95,4,1058,54,42,152,276,437,1613,0,-3,0.25,0,0,11,-39,55,0,0
sünnis,sün-nis,süngas,2/3,4,N,1,1.95,4,1058,54,31,139,254,447,1613,0,-3,0.25,0,0,0,-52,33,10,0
suusk,suusk,siisk,2/3,3,N,3,1.85,2,186,10,1,15,0,-3,0.25,0,-2,-1,0
suusk,suusk,suuld,2/3,3,N,4,1.8,2,186,12,1,16,0,-2,0.19999999999999996,0,0,-1,1
suusk,suusk,suups,2/3,3,N,2,1.9,2,186,12,1,18,0,-4,0.2999999999999998,0,0,-1,3
suusk,suusk,tuusk,2/3,3,N,5,1.75,2,178,4,2,15,0,-1,0.1499999999999999,-8,-8,0,0
suusk,suusk,saisk,2/3,3,N,1,1.95,2,186,4,1,15,0,-5,0.34999999999999987,0,-8,-1,0
suusk,suusk,suisk,2/3,3,N,3,1.85,2,186,3,1,15,0,-3,0.25,0,-9,-1,0
suusk,suusk,puusk,2/3,3,N,6,1.7,2,175,12,2,15,0,0,0.09999999999999987,-11,0,0,0
suusk,suusk,suult,2/3,3,N,7,1.65,2,186,12,3,32,0,1,0.04999999999999982,0,0,1,17
suusk,suusk,suuks,2/3,3,N,3,1.85,2,186,12,2,49,0,-3,0.25,0,0,0,34
suusk,suusk,luusk,2/3,3,N,4,1.8,2,138,5,2,15,0,-2,0.19999999999999996,-48,-7,0,0
tagumine,ta-gu-mi-ne,sasemide,2/3,6,N,0,2.9,8,812,81,1615,666,247,1368,1129,784,2395,940,506,2970,6147,0,-3,1.15,-62,-97,0,66,13,-91,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,sasamide,2/3,6,N,0,2.9,8,812,81,1615,666,160,1505,1129,784,2395,940,506,2970,6147,0,-3,1.15,-62,-97,0,66,-74,46,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,sanamide,2/3,6,N,0,2.85,8,812,81,1615,551,198,1505,1129,784,2395,940,506,2970,6147,0,-3,1.1,-62,-97,0,-49,-36,46,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,sanemide,2/3,6,N,0,2.85,8,812,81,1615,551,196,1368,1129,784,2395,940,506,2970,6147,0,-3,1.1,-62,-97,0,-49,-38,-91,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,sahemide,2/3,6,N,0,3.0,8,812,81,1615,704,292,1368,1129,784,2395,940,506,2970,6147,0,-3,1.25,-62,-97,0,104,58,-91,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,sahamide,2/3,6,N,0,2.9,8,812,81,1615,704,114,1505,1129,784,2395,940,506,2970,6147,0,-3,1.15,-62,-97,0,104,-120,46,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,pasamide,2/3,6,N,0,2.95,8,751,182,1615,666,160,1505,1129,784,2395,940,506,2970,6147,0,-3,1.2000000000000002,-123,4,0,66,-74,46,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,pasemide,2/3,6,N,0,2.85,8,751,182,1615,666,247,1368,1129,784,2395,940,506,2970,6147,0,-3,1.1,-123,4,0,66,13,-91,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,pahamide,2/3,6,N,0,2.95,8,751,182,1615,704,114,1505,1129,784,2395,940,506,2970,6147,0,-3,1.2000000000000002,-123,4,0,104,-120,46,0,0,0,-82,-1,0,0
tagumine,ta-gu-mi-ne,pahemide,2/3,6,N,0,2.8,8,751,182,1615,704,292,1368,1129,784,2395,940,506,2970,6147,0,-3,1.0499999999999998,-123,4,0,104,58,-91,0,0,0,-82,-1,0,0
tagurlane,ta-gur-la-ne,tanakvane,2/3,7,N,0,3.75,8,874,178,1615,551,198,22,2,257,3343,1022,507,2970,6147,0,0,0.2999999999999998,0,0,0,-49,-36,9,-9,44,0,0,0,0,0
tagurlane,ta-gur-la-ne,taniljane,2/3,7,N,0,3.9,8,874,178,1615,551,261,7,1,168,3343,1022,507,2970,6147,0,0,0.44999999999999973,0,0,0,-49,27,-6,-10,-45,0,0,0,0,0
tagurlane,ta-gur-la-ne,tanilvane,2/3,7,N,0,3.9,8,874,178,1615,551,261,7,1,257,3343,1022,507,2970,6147,0,0,0.44999999999999973,0,0,0,-49,27,-6,-10,44,0,0,0,0,0
tagurlane,ta-gur-la-ne,tanikvane,2/3,7,N,0,3.95,8,874,178,1615,551,261,24,2,257,3343,1022,507,2970,6147,0,0,0.5,0,0,0,-49,27,11,-9,44,0,0,0,0,0
tagurlane,ta-gur-la-ne,pagunnade,2/3,7,N,0,3.75,8,751,182,1615,600,234,20,19,86,3343,940,506,2970,6147,0,0,0.2999999999999998,-123,4,0,0,0,7,8,-127,0,-82,-1,0,0
tagurlane,ta-gur-la-ne,pagunkade,2/3,7,N,0,3.6,8,751,182,1615,600,234,20,1,100,3343,940,506,2970,6147,0,0,0.1499999999999999,-123,4,0,0,0,7,-10,-113,0,-82,-1,0,0
tagurlane,ta-gur-la-ne,pagummade,2/3,7,N,0,3.85,8,751,182,1615,600,234,1,2,315,3343,940,506,2970,6147,0,0,0.3999999999999999,-123,4,0,0,0,-12,-9,102,0,-82,-1,0,0
tagurlane,ta-gur-la-ne,pagumkade,2/3,7,N,0,3.9,8,751,182,1615,600,234,1,1,100,3343,940,506,2970,6147,0,0,0.44999999999999973,-123,4,0,0,0,-12,-10,-113,0,-82,-1,0,0
tagurlane,ta-gur-la-ne,pagukrade,2/3,7,N,0,3.9,8,751,182,1615,600,234,6,1,115,3343,940,506,2970,6147,0,0,0.44999999999999973,-123,4,0,0,0,-7,-10,-98,0,-82,-1,0,0
tagurlane,ta-gur-la-ne,pagukkade,2/3,7,N,0,3.85,8,751,182,1615,600,234,6,4,100,3343,940,506,2970,6147,0,0,0.3999999999999999,-123,4,0,0,0,-7,-7,-113,0,-82,-1,0,0
täpne,täp-ne,häsde,2/3,3,N,1,1.95,4,2,2,872,537,212,1105,4323,0,0,0.09999999999999987,-8,-8,0,5,-27,0,0
täpne,täp-ne,näpde,2/3,3,N,1,1.95,4,2,2,872,537,212,1105,4323,0,0,0.09999999999999987,-8,-8,0,5,-27,0,0
täpne,täp-ne,plöde,2/3,3,N,0,2.05,4,1,1,872,537,212,1105,4323,0,-1,0.19999999999999973,-9,-9,0,5,-27,0,0
täpne,täp-ne,hälde,2/3,3,N,1,1.95,4,1,1,872,537,212,1105,4323,0,0,0.09999999999999987,-9,-9,0,5,-27,0,0
täpne,täp-ne,ärkde,2/3,3,N,0,2.25,4,1,1,872,537,212,1105,4323,0,-1,0.3999999999999999,-9,-9,0,5,-27,0,0
täpne,täp-ne,mölde,2/3,3,N,1,1.95,4,6,6,872,537,212,1105,4323,0,0,0.09999999999999987,-4,-4,0,5,-27,0,0
täpne,täp-ne,lööde,2/3,3,N,7,1.65,4,14,14,872,537,212,1105,4323,0,6,-0.20000000000000018,4,4,0,5,-27,0,0
täpne,täp-ne,käsde,2/3,3,N,2,1.9,4,5,5,872,537,212,1105,4323,0,1,0.04999999999999982,-5,-5,0,5,-27,0,0
täpne,täp-ne,mäsde,2/3,3,N,1,1.95,4,5,5,872,537,212,1105,4323,0,0,0.09999999999999987,-5,-5,0,5,-27,0,0
täpne,täp-ne,rööde,2/3,3,N,2,1.9,4,7,7,872,537,212,1105,4323,0,1,0.04999999999999982,-3,-3,0,5,-27,0,0
tehas,te-has,pehus,2/3,3,N,4,1.8,4,1089,95,427,305,66,436,1613,0,-3,0.25,-29,-5,0,0,-30,-11,0
tehas,te-has,pehis,2/3,3,N,2,1.9,4,1089,95,427,305,79,437,1613,0,-5,0.34999999999999987,-29,-5,0,0,-17,-10,0
tehas,te-has,suhas,2/3,3,N,3,1.85,4,1058,126,367,305,96,447,1613,0,-4,0.30000000000000004,-60,26,-60,0,0,0,0
tehas,te-has,sehus,2/3,3,N,0,2.0,4,1058,98,427,305,66,436,1613,0,-7,0.44999999999999996,-60,-2,0,0,-30,-11,0
tehas,te-has,sehis,2/3,3,N,1,1.95,4,1058,98,427,305,79,437,1613,0,-6,0.3999999999999999,-60,-2,0,0,-17,-10,0
tehas,te-has,temus,2/3,3,N,2,1.9,4,1118,100,427,341,102,436,1613,0,-5,0.34999999999999987,0,0,0,36,6,-11,0
tehas,te-has,tevis,2/3,3,N,3,1.85,4,1118,100,427,297,139,437,1613,0,-4,0.30000000000000004,0,0,0,-8,43,-10,0
tehas,te-has,tevus,2/3,3,N,1,1.95,4,1118,100,427,297,45,436,1613,0,-6,0.3999999999999999,0,0,0,-8,-51,-11,0
tehas,te-has,tuhis,2/3,3,N,1,1.95,4,1118,160,367,305,79,437,1613,0,-6,0.3999999999999999,0,60,-60,0,-17,-10,0
tehas,te-has,tuhus,2/3,3,N,6,1.7,4,1118,160,367,305,66,436,1613,0,-1,0.1499999999999999,0,60,-60,0,-30,-11,0
teler,te-ler,telik,2/3,3,N,0,2.0,4,1118,100,427,626,377,113,145,0,-4,0.30000000000000004,0,0,0,0,24,23,-19
teler,te-ler,pelem,2/3,3,N,0,2.0,4,1089,95,427,626,353,64,133,0,-4,0.30000000000000004,-29,-5,0,0,0,-26,-31
teler,te-ler,pelev,2/3,3,N,0,2.0,4,1089,95,427,626,353,44,170,0,-4,0.30000000000000004,-29,-5,0,0,0,-46,6
teler,te-ler,peter,2/3,3,N,4,1.8,4,1089,95,427,566,338,90,164,0,0,0.10000000000000009,-29,-5,0,-60,-15,0,0
teler,te-ler,puler,2/3,3,N,1,1.95,4,1089,121,367,626,353,90,164,0,-3,0.25,-29,21,-60,0,0,0,0
teler,te-ler,suler,2/3,3,N,4,1.8,4,1058,126,367,626,353,90,164,0,0,0.10000000000000009,-60,26,-60,0,0,0,0
teler,te-ler,selev,2/3,3,N,1,1.95,4,1058,98,427,626,353,44,170,0,-3,0.25,-60,-2,0,0,0,-46,6
teler,te-ler,selem,2/3,3,N,2,1.9,4,1058,98,427,626,353,64,133,0,-2,0.19999999999999996,-60,-2,0,0,0,-26,-31
teler,te-ler,seter,2/3,3,N,1,1.95,4,1058,98,427,566,338,90,164,0,-3,0.25,-60,-2,0,-60,-15,0,0
teler,te-ler,teliv,2/3,3,N,0,2.0,4,1118,100,427,626,377,27,170,0,-4,0.30000000000000004,0,0,0,0,24,-63,6
tõbi,tõ-bi,tõpa,2/3,2,N,1,1.95,4,1118,122,205,199,70,1217,4323,0,-2,0.19999999999999996,0,0,0,-33,-31,10,0
tõbi,tõ-bi,sõpi,2/3,2,N,6,1.7,4,1058,98,205,199,126,1207,4323,0,3,-0.050000000000000044,-60,-24,0,-33,25,0,0
tõbi,tõ-bi,sõba,2/3,2,N,5,1.75,4,1058,98,205,232,111,1217,4323,0,2,0.0,-60,-24,0,0,10,10,0
tõbi,tõ-bi,põba,2/3,2,N,1,1.95,4,1089,75,205,232,111,1217,4323,0,-2,0.19999999999999996,-29,-47,0,0,10,10,0
tõbi,tõ-bi,põpi,2/3,2,N,4,1.8,4,1089,75,205,199,126,1207,4323,0,1,0.050000000000000044,-29,-47,0,-33,25,0,0
tõbi,tõ-bi,tõme,2/3,2,N,9,1.55,4,1118,122,205,341,210,1105,4323,0,6,-0.19999999999999996,0,0,0,109,109,-102,0
tõbi,tõ-bi,tõke,2/3,2,N,9,1.55,4,1118,122,205,344,198,1105,4323,0,6,-0.19999999999999996,0,0,0,112,97,-102,0
tõbi,tõ-bi,tõhe,2/3,2,N,11,1.45,4,1118,122,205,305,120,1105,4323,0,8,-0.30000000000000004,0,0,0,73,19,-102,0
tõbi,tõ-bi,tõha,2/3,2,N,4,1.8,4,1118,122,205,305,96,1217,4323,0,1,0.050000000000000044,0,0,0,73,-5,10,0
tõbi,tõ-bi,tõpe,2/3,2,N,5,1.75,4,1118,122,205,199,68,1105,4323,0,2,0.0,0,0,0,-33,-33,-102,0
toimik,toi-mik,puimik,2/3,4,N,0,2.5,4,1089,13,44,341,189,113,145,0,-4,0.8,-29,-18,-30,0,0,0,0
toimik,toi-mik,paemik,2/3,4,N,1,2.7,4,1089,5,105,341,189,113,145,0,-3,1.0000000000000002,-29,-26,31,0,0,0,0
toimik,toi-mik,toimer,2/3,4,N,2,1.9,4,1118,31,74,341,210,90,164,0,-2,0.19999999999999996,0,0,0,0,21,-23,19
toimik,toi-mik,siumik,2/3,4,N,0,2.85,4,1058,9,12,341,189,113,145,0,-4,1.1500000000000001,-60,-22,-62,0,0,0,0
toimik,toi-mik,soivik,2/3,4,N,0,2.4,4,1058,2,74,297,139,113,145,0,-4,0.7,-60,-29,0,-44,-50,0,0
toimik,toi-mik,soikik,2/3,4,N,0,2.35,4,1058,2,74,344,250,113,145,0,-4,0.6500000000000001,-60,-29,0,3,61,0,0
toimik,toi-mik,seamik,2/3,4,N,0,2.3,4,1058,32,75,341,189,113,145,0,-4,0.5999999999999999,-60,1,1,0,0,0,0
toimik,toi-mik,saumik,2/3,4,N,0,2.7,4,1058,6,137,341,189,113,145,0,-4,1.0000000000000002,-60,-25,63,0,0,0,0
toimik,toi-mik,soemik,2/3,4,N,0,2.55,4,1058,4,33,341,189,113,145,0,-4,0.8499999999999999,-60,-27,-41,0,0,0,0
toimik,toi-mik,saemik,2/3,4,N,0,2.5,4,1058,3,105,341,189,113,145,0,-4,0.8,-60,-28,31,0,0,0,0
toores,too-res,poodes,2/3,4,N,2,1.9,4,1089,46,335,537,212,266,1613,0,1,0.04999999999999982,-29,-9,0,8,42,0,0
toores,too-res,tiides,2/3,4,N,2,1.9,4,1118,25,301,537,212,266,1613,0,1,0.04999999999999982,0,-30,-34,8,42,0,0
toores,too-res,soodes,2/3,4,N,1,1.95,4,1058,52,335,537,212,266,1613,0,0,0.09999999999999987,-60,-3,0,8,42,0,0
toores,too-res,siires,2/3,4,N,3,1.85,4,1058,27,301,529,170,266,1613,0,2,0.0,-60,-28,-34,0,0,0,0
toores,too-res,tuuges,2/3,4,N,2,1.9,4,1118,15,249,462,234,266,1613,0,1,0.04999999999999982,0,-40,-86,-67,64,0,0
toores,too-res,tuudes,2/3,4,N,5,1.75,4,1118,15,249,537,212,266,1613,0,4,-0.10000000000000009,0,-40,-86,8,42,0,0
toores,too-res,tuunes,2/3,4,N,2,1.9,4,1118,15,249,532,239,266,1613,0,1,0.04999999999999982,0,-40,-86,3,69,0,0
toores,too-res,taages,2/3,4,N,0,2.0,4,1118,12,266,462,234,266,1613,0,-1,0.1499999999999999,0,-43,-69,-67,64,0,0
toores,too-res,taades,2/3,4,N,3,1.85,4,1118,12,266,537,212,266,1613,0,2,0.0,0,-43,-69,8,42,0,0
toores,too-res,taanes,2/3,4,N,2,1.9,4,1118,12,266,532,239,266,1613,0,1,0.04999999999999982,0,-43,-69,3,69,0,0
trauma,trau-ma,kraema,2/3,4,N,2,1.9,4,81,2,105,341,384,1217,4323,0,2,-0.20000000000000018,8,0,-32,0,0,0,0
trauma,trau-ma,praema,2/3,4,N,1,1.95,4,78,9,105,341,384,1217,4323,0,1,-0.15000000000000013,5,7,-32,0,0,0,0
trauma,trau-ma,breima,2/3,4,N,0,2.85,4,10,1,170,341,384,1217,4323,0,0,0.75,-63,-1,33,0,0,0,0
trauma,trau-ma,greama,2/3,4,N,0,2.75,4,12,1,75,341,384,1217,4323,0,0,0.6499999999999999,-61,-1,-62,0,0,0,0
trauma,trau-ma,kleima,2/3,4,N,1,1.95,4,55,5,170,341,384,1217,4323,0,1,-0.15000000000000013,-18,3,33,0,0,0,0
trauma,trau-ma,kleema,2/3,4,N,1,1.95,4,55,6,197,341,384,1217,4323,0,1,-0.15000000000000013,-18,4,60,0,0,0,0
trauma,trau-ma,tseema,2/3,4,N,2,2.2,4,12,1,197,341,384,1217,4323,0,2,0.10000000000000009,-61,-1,60,0,0,0,0
trauma,trau-ma,kreima,2/3,4,N,0,2.1,4,81,1,170,341,384,1217,4323,0,0,0.0,8,-1,33,0,0,0,0
trauma,trau-ma,kreema,2/3,4,N,4,1.8,4,81,5,197,341,384,1217,4323,0,4,-0.30000000000000004,8,3,60,0,0,0,0
trauma,trau-ma,speama,2/3,4,N,0,2.2,4,12,1,75,341,384,1217,4323,0,0,0.10000000000000009,-61,-1,-62,0,0,0,0
tuginema,tu-gi-ne-ma,tusadega,2/3,6,N,1,2.65,8,874,187,539,666,160,1505,435,298,1586,689,584,1885,6147,0,0,0.19999999999999973,0,0,0,66,-28,-109,-23,5,0,-112,121,0,0
tuginema,tu-gi-ne-ma,tunadega,2/3,6,N,1,2.6,8,874,187,539,551,198,1505,435,298,1586,689,584,1885,6147,0,0,0.1499999999999999,0,0,0,-49,10,-109,-23,5,0,-112,121,0,0
tuginema,tu-gi-ne-ma,tuhadega,2/3,6,N,2,2.65,8,874,187,539,704,114,1505,435,298,1586,689,584,1885,6147,0,1,0.19999999999999973,0,0,0,104,-74,-109,-23,5,0,-112,121,0,0
tuginema,tu-gi-ne-ma,ponanema,2/3,6,N,0,2.9,8,751,65,592,551,198,1505,458,293,1586,801,463,1885,6147,0,-1,0.44999999999999973,-123,-122,53,-49,10,-109,0,0,0,0,0,0,0
tuginema,tu-gi-ne-ma,ponidema,2/3,6,N,0,2.95,8,751,65,592,551,261,1614,435,298,1586,801,463,1885,6147,0,-1,0.5,-123,-122,53,-49,73,0,-23,5,0,0,0,0,0
tuginema,tu-gi-ne-ma,poninega,2/3,6,N,0,3.0,8,751,65,592,551,261,1614,458,293,1586,689,584,1885,6147,0,-1,0.5499999999999998,-123,-122,53,-49,73,0,0,0,0,-112,121,0,0
tuginema,tu-gi-ne-ma,poganega,2/3,6,N,0,3.0,8,751,65,592,600,212,1505,458,293,1586,689,584,1885,6147,0,-1,0.5499999999999998,-123,-122,53,0,24,-109,0,0,0,-112,121,0,0
tuginema,tu-gi-ne-ma,pogadema,2/3,6,N,0,3.15,8,751,65,592,600,212,1505,435,298,1586,801,463,1885,6147,0,-1,0.6999999999999997,-123,-122,53,0,24,-109,-23,5,0,0,0,0,0
tuginema,tu-gi-ne-ma,pogidega,2/3,6,N,0,2.9,8,751,65,592,600,188,1614,435,298,1586,689,584,1885,6147,0,-1,0.44999999999999973,-123,-122,53,0,0,0,-23,5,0,-112,121,0,0
tuginema,tu-gi-ne-ma,posanema,2/3,6,N,0,2.85,8,751,65,592,666,160,1505,458,293,1586,801,463,1885,6147,0,-1,0.3999999999999999,-123,-122,53,66,-28,-109,0,0,0,0,0,0,0
tühi,tü-hi,püvi,2/3,2,N,3,1.85,4,1089,49,152,297,139,1207,4323,0,-2,0.20000000000000018,-29,-6,0,-8,60,0,0
tühi,tü-hi,sõhi,2/3,2,N,4,1.8,4,1058,98,205,305,79,1207,4323,0,-1,0.15000000000000013,-60,43,53,0,0,0,0
tühi,tü-hi,süha,2/3,2,N,6,1.7,4,1058,54,152,305,96,1217,4323,0,1,0.050000000000000044,-60,-1,0,0,17,10,0
tühi,tü-hi,süvi,2/3,2,N,5,1.75,4,1058,54,152,297,139,1207,4323,0,0,0.10000000000000009,-60,-1,0,-8,60,0,0
tühi,tü-hi,tõpi,2/3,2,N,8,1.6,4,1118,122,205,199,126,1207,4323,0,3,-0.04999999999999982,0,67,53,-106,47,0,0
tühi,tü-hi,tõha,2/3,2,N,4,1.8,4,1118,122,205,305,96,1217,4323,0,-1,0.15000000000000013,0,67,53,0,17,10,0
tühi,tü-hi,tõhe,2/3,2,N,11,1.45,4,1118,122,205,305,120,1105,4323,0,6,-0.19999999999999996,0,67,53,0,41,-102,0
tühi,tü-hi,tõmi,2/3,2,N,3,1.85,4,1118,122,205,341,189,1207,4323,0,-2,0.20000000000000018,0,67,53,36,110,0,0
tühi,tü-hi,tõvi,2/3,2,N,6,1.7,4,1118,122,205,297,139,1207,4323,0,1,0.050000000000000044,0,67,53,-8,60,0,0
tühi,tü-hi,tübe,2/3,2,N,5,1.75,4,1118,55,152,232,77,1105,4323,0,0,0.10000000000000009,0,0,0,-73,-2,-102,0
tümisema,tü-mi-se-ma,põmasega,2/3,6,N,0,3.05,8,751,98,287,451,310,1505,547,559,1586,689,584,1885,6147,0,0,0.2999999999999998,-123,64,-60,0,127,-109,0,0,0,-112,121,0,0
tümisema,tü-mi-se-ma,põvasema,2/3,6,N,0,3.05,8,751,98,287,364,302,1505,547,559,1586,801,463,1885,6147,0,0,0.2999999999999998,-123,64,-60,-87,119,-109,0,0,0,0,0,0,0
tümisema,tü-mi-se-ma,põvisega,2/3,6,N,0,2.95,8,751,98,287,364,179,1614,547,559,1586,689,584,1885,6147,0,0,0.20000000000000018,-123,64,-60,-87,-4,0,0,0,0,-112,121,0,0
tümisema,tü-mi-se-ma,põtisega,2/3,6,N,0,2.95,8,751,98,287,376,139,1614,547,559,1586,689,584,1885,6147,0,0,0.20000000000000018,-123,64,-60,-75,-44,0,0,0,0,-112,121,0,0
tümisema,tü-mi-se-ma,põtasema,2/3,6,N,0,3.0,8,751,98,287,376,202,1505,547,559,1586,801,463,1885,6147,0,0,0.25,-123,64,-60,-75,19,-109,0,0,0,0,0,0,0
tümisema,tü-mi-se-ma,põnisega,2/3,6,N,0,2.85,8,751,98,287,551,261,1614,547,559,1586,689,584,1885,6147,0,0,0.10000000000000009,-123,64,-60,100,78,0,0,0,0,-112,121,0,0
tümisema,tü-mi-se-ma,põnasema,2/3,6,N,0,2.95,8,751,98,287,551,198,1505,547,559,1586,801,463,1885,6147,0,0,0.20000000000000018,-123,64,-60,100,15,-109,0,0,0,0,0,0,0
tümisema,tü-mi-se-ma,põdisega,2/3,6,N,0,2.85,8,751,98,287,446,131,1614,547,559,1586,689,584,1885,6147,0,0,0.10000000000000009,-123,64,-60,-5,-52,0,0,0,0,-112,121,0,0
tümisema,tü-mi-se-ma,põdasema,2/3,6,N,0,2.85,8,751,98,287,446,194,1505,547,559,1586,801,463,1885,6147,0,0,0.10000000000000009,-123,64,-60,-5,11,-109,0,0,0,0,0,0,0
tümisema,tü-mi-se-ma,püdasega,2/3,6,N,0,3.25,8,751,29,347,446,194,1505,547,559,1586,689,584,1885,6147,0,0,0.5,-123,-5,0,-5,11,-109,0,0,0,-112,121,0,0
tüse,tü-se,sõse,2/3,2,N,2,1.9,4,1058,98,205,543,404,1105,4323,0,0,0.09999999999999987,-60,43,53,0,0,0,0
tüse,tü-se,süle,2/3,2,N,12,1.4,4,1058,54,152,626,353,1105,4323,0,10,-0.40000000000000013,-60,-1,0,83,-51,0,0
tüse,tü-se,süsa,2/3,2,N,5,1.75,4,1058,54,152,543,298,1217,4323,0,3,-0.050000000000000044,-60,-1,0,0,-106,112,0
tüse,tü-se,püle,2/3,2,N,7,1.65,4,1089,49,152,626,353,1105,4323,0,5,-0.15000000000000013,-29,-6,0,83,-51,0,0
tüse,tü-se,püsa,2/3,2,N,5,1.75,4,1089,49,152,543,298,1217,4323,0,3,-0.050000000000000044,-29,-6,0,0,-106,112,0
tüse,tü-se,püte,2/3,2,N,3,1.85,4,1089,49,152,566,338,1105,4323,0,1,0.050000000000000044,-29,-6,0,23,-66,0,0
tüse,tü-se,tügi,2/3,2,N,8,1.6,4,1118,55,152,462,276,1207,4323,0,6,-0.19999999999999996,0,0,0,-81,-128,102,0
tüse,tü-se,türi,2/3,2,N,13,1.35,4,1118,55,152,529,295,1207,4323,0,11,-0.44999999999999996,0,0,0,-14,-109,102,0
tüse,tü-se,tüla,2/3,2,N,5,1.75,4,1118,55,152,626,277,1217,4323,0,3,-0.050000000000000044,0,0,0,83,-127,112,0
tüse,tü-se,tüna,2/3,2,N,7,1.65,4,1118,55,152,532,293,1217,4323,0,5,-0.15000000000000013,0,0,0,-11,-111,112,0
tüütu,tüü-tu,tortu,2/3,3,N,6,1.7,4,1118,78,100,46,307,674,4323,0,4,-0.10000000000000009,0,23,8,28,0,0,0
