word,segments,pseudoword,statistics_overlap_ratio,statistics_plain_length,statistics_lexicality,statistics_ned1,statistics_old20,statistics_overlap,statistics_transition_frequencies_0,statistics_transition_frequencies_1,statistics_transition_frequencies_2,statistics_transition_frequencies_3,statistics_transition_frequencies_4,statistics_transition_frequencies_5,statistics_transition_frequencies_6,difference_statistics_plain_length,difference_statistics_ned1,difference_statistics_old20,difference_statistics_transition_frequencies_0,difference_statistics_transition_frequencies_1,difference_statistics_transition_frequencies_2,difference_statistics_transition_frequencies_3,difference_statistics_transition_frequencies_4,difference_statistics_transition_frequencies_5,difference_statistics_transition_frequencies_6
äärde,äär-de,mätne,2/3,3,N,0,2.0,4,1,1,869,533,238,1105,4319,0,-2,0.19999999999999996,-3,-3,0,-4,27,0,0
äärde,äär-de,lömne,2/3,3,N,0,2.05,4,1,1,869,533,238,1105,4319,0,-2,0.24999999999999978,-3,-3,0,-4,27,0,0
äärde,äär-de,lätne,2/3,3,N,2,1.9,4,1,1,869,533,238,1105,4319,0,0,0.09999999999999987,-3,-3,0,-4,27,0,0
äärde,äär-de,länne,2/3,3,N,4,1.8,4,1,1,869,533,238,1105,4319,0,2,0.0,-3,-3,0,-4,27,0,0
äärde,äär-de,nähne,2/3,3,N,0,2.0,4,7,7,869,533,238,1105,4319,0,-2,0.19999999999999996,3,3,0,-4,27,0,0
äärde,äär-de,ärkne,2/3,3,N,0,2.15,4,1,1,869,533,238,1105,4319,0,-2,0.34999999999999987,-3,-3,0,-4,27,0,0
äärde,äär-de,rähne,2/3,3,N,3,1.85,4,2,2,869,533,238,1105,4319,0,1,0.050000000000000044,-2,-2,0,-4,27,0,0
äärde,äär-de,tänne,2/3,3,N,6,1.7,4,1,1,869,533,238,1105,4319,0,4,-0.10000000000000009,-3,-3,0,-4,27,0,0
äärde,äär-de,tööne,2/3,3,N,3,1.85,4,17,17,869,533,238,1105,4319,0,1,0.050000000000000044,13,13,0,-4,27,0,0
äärde,äär-de,kämne,2/3,3,N,1,1.95,4,1,1,869,533,238,1105,4319,0,-1,0.1499999999999999,-3,-3,0,-4,27,0,0
ääre,ää-re,läde,2/3,2,N,5,1.75,4,28,20,869,537,211,1105,4319,0,-2,0.19999999999999996,21,13,0,13,42,0,0
ääre,ää-re,väde,2/3,2,N,5,1.75,4,63,27,869,537,211,1105,4319,0,-2,0.19999999999999996,56,20,0,13,42,0,0
ääre,ää-re,täde,2/3,2,N,7,1.65,4,59,18,869,537,211,1105,4319,0,0,0.09999999999999987,52,11,0,13,42,0,0
ääre,ää-re,möde,2/3,2,N,4,1.8,4,5,3,869,537,211,1105,4319,0,-3,0.25,-2,-4,0,13,42,0,0
ääre,ää-re,ärde,2/3,2,N,3,1.85,4,7,7,869,537,211,1105,4319,0,-4,0.30000000000000004,0,0,0,13,42,0,0
ääre,ää-re,räde,2/3,2,N,3,1.85,4,9,5,869,537,211,1105,4319,0,-4,0.30000000000000004,2,-2,0,13,42,0,0
ääre,ää-re,näde,2/3,2,N,3,1.85,4,67,21,869,537,211,1105,4319,0,-4,0.30000000000000004,60,14,0,13,42,0,0
ääre,ää-re,jäde,2/3,2,N,3,1.85,4,25,11,869,537,211,1105,4319,0,-4,0.30000000000000004,18,4,0,13,42,0,0
ääre,ää-re,ähde,2/3,2,N,0,2.0,4,2,2,869,537,211,1105,4319,0,-7,0.44999999999999996,-5,-5,0,13,42,0,0
ääre,ää-re,äsde,2/3,2,N,1,1.95,4,4,4,869,537,211,1105,4319,0,-6,0.3999999999999999,-3,-3,0,13,42,0,0
absoluutselt,ab-so-luut-selt,agloleelselt,2/3,10,N,0,5.35,8,2493,648,7,11,15,147,844,13,2,40,2001,135,328,0,-2,1.0,0,0,2,7,3,0,0,7,-4,15,0,0,0
absoluutselt,ab-so-luut-selt,agloliilselt,2/3,10,N,0,5.05,8,2493,648,7,11,15,147,844,6,1,40,2001,135,328,0,-2,0.7000000000000002,0,0,2,7,3,0,0,0,-5,15,0,0,0
